kidflag,Race,FEMNUMBABES,FEMPARTS12,smartphone,census_region,rwrkst,AGEFSTSX,educat,inccat,marcat,agecat,LIFEPRTS,WRK12MOS,lifeprts_rc,femparts12_rc,lifeprts_rc_new,agecat_3,race_other,marcat_4,educat_3,inccat_2,region_south,indic1,indic2,indic
1,Hisp,4,1,0,South,0,18,1,1,1,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0
1,Hisp,3,0,1,South,1,17,1,1,4,2,1,10,1,0,1,0,0,1,0,0,1,0,0,0
1,Hisp,2,1,1,South,0,17,2,1,3,3,3,0,3,1,3,1,0,0,0,0,1,0,0,0
0,Other,4,10,0,South,1,13,1,1,2,2,100,4,7,7,7,0,1,0,0,0,1,0,0,0
1,Hisp,5,1,0,South,1,16,1,2,3,3,3,4,3,1,3,1,0,0,0,1,1,0,0,0
1,Black,2,3,1,South,0,,1,2,4,2,20,7,7,3,7,0,0,1,0,1,1,0,0,0
1,Black,1,10,0,South,0,15,2,1,2,3,30,0,7,7,7,1,0,0,0,0,1,0,0,0
0,Other,2,1,1,South,1,17,1,2,1,3,8,12,7,1,7,1,1,0,0,1,1,0,0,0
1,Hisp,6,1,1,South,1,16,1,1,3,2,5,12,5,1,5,0,0,0,0,0,1,0,0,0
1,Other,5,1,1,South,1,16,2,3,1,2,35,12,7,1,7,0,1,0,0,0,1,0,0,0
1,Other,2,1,1,South,1,18,2,2,1,2,4,11,4,1,4,0,1,0,0,1,1,0,0,0
0,Black,0,1,1,South,0,16,2,1,4,2,5,0,5,1,5,0,0,1,0,0,1,0,0,0
0,Hisp,5,1,1,South,1,17,1,2,3,3,2,12,2,1,2,1,0,0,0,1,1,0,0,0
1,Other,4,0,1,South,1,10,3,1,2,3,5,7,5,0,5,1,1,0,1,0,1,0,0,0
1,Hisp,5,1,0,South,0,18,1,2,1,3,1,3,1,1,1,1,0,0,0,1,1,0,0,0
1,Other,3,1,1,South,1,17,1,1,4,2,6,12,6,1,6,0,1,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,17,1,2,3,3,3,0,3,1,3,1,0,0,0,1,1,0,0,0
0,Other,2,2,0,South,1,13,3,1,2,3,15,12,7,2,7,1,1,0,1,0,1,0,0,0
1,Hisp,1,1,0,South,0,15,1,1,4,3,2,0,2,1,2,1,0,1,0,0,1,0,0,0
1,Hisp,0,,1,South,0,,1,2,4,1,0,0,0,,0,0,0,1,0,1,1,0,0,0
1,Hisp,2,1,1,South,1,15,2,1,4,2,3,12,3,1,3,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,0,South,0,14,1,2,4,2,6,0,6,1,6,0,0,1,0,1,1,0,0,0
1,Black,0,1,1,South,1,16,2,1,3,3,6,12,6,1,6,1,0,0,0,0,1,0,0,0
0,Black,2,1,1,South,1,17,2,1,4,3,9,0,7,1,7,1,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,20,1,2,1,3,1,10,1,1,1,1,0,0,0,1,1,0,0,0
1,Hisp,3,1,0,South,0,28,3,2,1,3,1,0,1,1,1,1,0,0,1,1,1,0,0,0
1,Hisp,2,1,1,South,0,23,4,2,1,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1,Hisp,3,1,1,South,0,16,1,1,1,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0
1,Hisp,0,1,1,South,1,14,3,2,4,2,7,12,7,1,7,0,0,1,1,1,1,0,0,0
1,Other,0,,1,South,0,,1,1,4,1,0,3,0,,0,0,1,1,0,0,1,0,0,0
0,Hisp,0,,1,South,1,,4,1,4,2,0,12,0,,0,0,0,1,0,0,1,0,0,0
1,Other,2,1,1,South,1,19,3,3,1,3,4,12,4,1,4,1,1,0,1,0,1,0,0,0
1,Hisp,2,1,1,South,1,17,1,1,1,3,8,12,7,1,7,1,0,0,0,0,1,0,0,0
0,Hisp,0,,1,South,0,,2,2,4,1,0,0,0,,0,0,0,1,0,1,1,0,0,0
1,Hisp,3,1,1,South,0,21,1,2,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1,Hisp,4,1,1,South,0,17,2,1,1,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0
1,Hisp,2,1,1,South,0,17,2,2,4,2,5,0,5,1,5,0,0,1,0,1,1,0,0,0
1,Hisp,1,1,0,South,1,13,2,1,4,2,2,12,2,1,2,0,0,1,0,0,1,0,0,0
1,Hisp,0,,1,South,0,,3,3,4,2,0,0,0,,0,0,0,1,1,0,1,0,0,0
0,Hisp,0,,1,South,0,,3,2,4,2,0,0,0,,0,0,0,1,1,1,1,0,0,0
0,Black,0,2,0,South,1,12,4,2,2,3,15,12,7,2,7,1,0,0,0,1,1,0,0,0
0,Other,0,1,1,South,1,18,4,2,1,2,11,12,7,1,7,0,1,0,0,1,1,0,0,0
1,Hisp,2,1,0,South,0,23,1,1,1,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0
0,Black,0,1,1,South,1,15,1,2,1,2,4,12,4,1,4,0,0,0,0,1,1,0,0,0
1,Hisp,5,1,1,South,0,21,1,1,3,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0
0,Black,0,0,1,South,1,18,2,2,4,2,8,12,7,0,7,0,0,1,0,1,1,0,0,0
1,Other,2,1,1,South,1,29,3,3,1,3,1,11,1,1,1,1,1,0,1,0,1,0,0,0
0,Other,0,,1,South,0,,1,3,4,1,0,0,0,,0,0,1,1,0,0,1,0,0,0
0,Black,1,1,1,South,1,16,1,2,4,3,6,12,6,1,6,1,0,1,0,1,1,0,0,0
1,Black,0,1,1,South,1,25,3,2,4,2,1,12,1,1,1,0,0,1,1,1,1,0,0,0
1,Hisp,2,1,1,South,0,18,4,2,3,3,5,0,5,1,5,1,0,0,0,1,1,0,0,0
1,Hisp,1,1,1,South,1,24,1,1,3,2,1,11,1,1,1,0,0,0,0,0,1,0,0,0
0,Black,0,1,1,South,0,20,3,2,3,2,1,0,1,1,1,0,0,0,1,1,1,0,0,0
1,Hisp,1,1,1,South,1,18,2,1,4,2,4,12,4,1,4,0,0,1,0,0,1,0,0,0
0,Black,0,3,1,South,1,16,1,2,4,3,25,12,7,3,7,1,0,1,0,1,1,0,0,0
0,Hisp,2,0,1,South,1,19,2,1,2,3,3,12,3,0,3,1,0,0,0,0,1,0,0,0
1,Hisp,1,1,1,South,1,17,2,2,4,3,2,12,2,1,2,1,0,1,0,1,1,0,0,0
1,Hisp,0,,1,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,25,3,2,4,3,4,12,4,1,4,1,0,1,1,1,1,0,0,0
0,Hisp,3,1,1,South,0,6,1,1,3,3,1,3,1,1,1,1,0,0,0,0,1,0,0,0
1,Other,2,1,1,South,0,29,4,1,1,3,1,0,1,1,1,1,1,0,0,0,1,0,0,0
1,Hisp,3,1,1,South,1,20,2,2,3,3,3,3,3,1,3,1,0,0,0,1,1,0,0,0
1,Hisp,1,1,1,South,0,14,1,2,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0
1,Hisp,0,,1,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,20,1,2,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1,Other,1,2,1,South,1,13,3,2,2,3,10,12,7,2,7,1,1,0,1,1,1,0,0,0
1,Black,4,1,1,South,1,17,3,1,3,2,8,8,7,1,7,0,0,0,1,0,1,0,0,0
1,Hisp,3,1,1,South,1,19,1,2,2,3,5,12,5,1,5,1,0,0,0,1,1,0,0,0
1,Hisp,2,1,1,South,0,18,1,2,3,3,3,0,3,1,3,1,0,0,0,1,1,0,0,0
1,Hisp,2,1,1,South,1,16,2,1,1,3,4,1,4,1,4,1,0,0,0,0,1,0,0,0
1,Hisp,0,0,1,South,1,14,2,2,4,1,5,12,5,0,5,0,0,1,0,1,1,0,0,0
1,Black,2,2,1,South,1,16,3,2,2,3,10,12,7,2,7,1,0,0,1,1,1,0,0,0
1,Black,3,1,1,South,1,19,4,3,1,3,5,12,5,1,5,1,0,0,0,0,1,0,0,0
0,Black,1,0,1,South,1,17,4,3,4,2,2,12,2,0,2,0,0,1,0,0,1,0,0,0
0,Black,0,,1,South,0,,3,2,4,1,0,0,0,,0,0,0,1,1,1,1,0,0,0
1,Black,2,1,1,South,1,17,4,3,1,3,5,12,5,1,5,1,0,0,0,0,1,0,0,0
1,Black,0,,1,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
0,Black,0,,1,South,1,,1,3,4,1,0,4,0,,0,0,0,1,0,0,1,0,0,0
1,Black,4,0,0,South,0,14,1,1,4,3,20,0,7,0,7,1,0,1,0,0,1,0,0,0
0,Black,0,,1,South,1,,1,3,4,1,0,1,0,,0,0,0,1,0,0,1,0,0,0
0,Black,0,1,1,South,1,20,4,2,4,3,20,12,7,1,7,1,0,1,0,1,1,0,0,0
1,Black,0,,1,South,0,,2,2,4,1,0,1,0,,0,0,0,1,0,1,1,0,0,0
0,Black,0,,1,South,1,,4,1,4,2,0,12,0,,0,0,0,1,0,0,1,0,0,0
1,Black,4,1,1,South,1,17,4,3,1,2,1,12,1,1,1,0,0,0,0,0,1,0,0,0
0,Black,0,,1,South,0,,1,3,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Black,0,1,0,South,0,14,1,2,4,1,3,0,3,1,3,0,0,1,0,1,1,0,0,0
1,Other,3,1,1,South,1,17,4,3,1,3,5,12,5,1,5,1,1,0,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,23,1,2,1,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1,Other,0,1,1,South,0,17,2,3,4,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
0,Black,0,1,1,South,1,18,3,2,4,2,4,12,4,1,4,0,0,1,1,1,1,0,0,0
1,Other,4,1,1,South,1,18,3,3,1,3,1,12,1,1,1,1,1,0,1,0,1,0,0,0
1,Hisp,0,,1,South,1,,1,2,4,1,0,5,0,,0,0,0,1,0,1,1,0,0,0
1,Black,1,3,1,South,0,15,4,2,2,3,15,10,7,3,7,1,0,0,0,1,1,0,0,0
0,Black,0,0,1,South,1,7,4,3,4,3,7,12,7,0,7,1,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,18,3,2,4,2,1,12,1,1,1,0,0,1,1,1,1,0,0,0
0,Other,0,1,1,South,1,18,3,2,4,2,4,12,4,1,4,0,1,1,1,1,1,0,0,0
0,Hisp,0,0,1,South,1,35,4,2,4,3,2,12,2,0,2,1,0,1,0,1,1,0,0,0
1,Other,2,1,1,South,1,16,4,3,1,3,7,12,7,1,7,1,1,0,0,0,1,0,0,0
1,Other,0,,1,South,0,,2,3,4,1,0,9,0,,0,0,1,1,0,0,1,0,0,0
1,Other,4,0,1,South,0,16,4,3,1,3,10,0,7,0,7,1,1,0,0,0,1,0,0,0
1,Other,0,,1,South,0,,1,2,4,1,0,0,0,,0,0,1,1,0,1,1,0,0,0
1,Other,1,1,1,South,0,19,4,3,1,3,4,0,4,1,4,1,1,0,0,0,1,0,0,0
1,Other,2,1,1,South,1,16,1,3,1,3,8,12,7,1,7,1,1,0,0,0,1,0,0,0
1,Black,3,1,1,South,0,19,4,3,1,3,5,0,5,1,5,1,0,0,0,0,1,0,0,0
0,Other,0,,1,South,1,,2,2,4,1,0,12,0,,0,0,1,1,0,1,1,0,0,0
1,Hisp,0,,1,South,1,,1,1,4,1,0,6,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,1,15,1,2,1,3,1,12,1,1,1,1,0,0,0,1,1,0,0,0
1,Hisp,0,1,1,South,0,17,3,3,1,3,6,4,6,1,6,1,0,0,1,0,1,0,0,0
1,Hisp,0,0,0,South,0,17,3,1,4,2,3,8,3,0,3,0,0,1,1,0,1,0,0,0
1,Hisp,0,,1,South,1,,2,1,4,1,0,2,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,0,,1,South,0,,2,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,2,1,0,South,0,19,2,1,1,3,3,0,3,1,3,1,0,0,0,0,1,0,0,0
1,Hisp,1,1,0,South,1,22,3,2,1,3,5,12,5,1,5,1,0,0,1,1,1,0,0,0
0,Hisp,5,1,0,South,1,16,1,1,2,3,5,12,5,1,5,1,0,0,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,14,3,1,1,2,12,0,7,1,7,0,0,0,1,0,1,0,0,0
0,Hisp,0,1,1,South,1,18,3,1,4,1,1,12,1,1,1,0,0,1,1,0,1,0,0,0
0,Black,2,1,0,South,1,16,3,2,2,3,10,1,7,1,7,1,0,0,1,1,1,0,0,0
1,Hisp,3,1,1,South,1,16,2,2,3,3,31,6,7,1,7,1,0,0,0,1,1,0,0,0
1,Hisp,2,1,1,South,1,15,3,1,3,3,10,12,7,1,7,1,0,0,1,0,1,0,0,0
1,Hisp,0,,0,South,0,,2,1,4,2,0,5,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,6,1,1,South,1,16,3,2,2,3,5,4,5,1,5,1,0,0,1,1,1,0,0,0
1,Other,4,1,0,South,1,16,3,3,1,3,7,12,7,1,7,1,1,0,1,0,1,0,0,0
0,Hisp,0,2,0,South,0,15,1,1,4,1,3,0,3,2,3,0,0,1,0,0,1,0,0,0
1,Hisp,2,1,1,South,0,13,2,3,1,2,2,0,2,1,2,0,0,0,0,0,1,0,0,0
1,Hisp,1,1,1,South,1,16,2,1,1,2,5,9,5,1,5,0,0,0,0,0,1,0,0,0
1,Hisp,1,10,1,South,0,13,2,2,4,2,26,6,7,7,7,0,0,1,0,1,1,0,0,0
1,Hisp,1,2,1,South,1,15,3,2,4,2,7,6,7,2,7,0,0,1,1,1,1,0,0,0
1,Other,2,1,1,South,1,19,1,1,1,3,3,12,3,1,3,1,1,0,0,0,1,0,0,0
1,Hisp,6,1,0,South,0,15,1,2,1,3,3,0,3,1,3,1,0,0,0,1,1,0,0,0
0,Hisp,1,1,0,South,0,17,1,1,3,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0
0,Hisp,0,1,1,South,0,15,1,2,4,1,2,0,2,1,2,0,0,1,0,1,1,0,0,0
1,Hisp,3,2,1,South,0,15,2,2,2,2,20,0,7,2,7,0,0,0,0,1,1,0,0,0
0,Hisp,2,1,1,South,1,16,2,1,1,2,2,12,2,1,2,0,0,0,0,0,1,0,0,0
0,Hisp,1,0,1,South,0,16,2,1,4,2,3,0,3,0,3,0,0,1,0,0,1,0,0,0
1,Hisp,0,,0,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,1,1,1,South,1,16,2,2,3,2,5,12,5,1,5,0,0,0,0,1,1,0,0,0
0,Hisp,0,,1,South,1,,2,1,4,2,0,12,0,,0,0,0,1,0,0,1,0,0,0
0,Hisp,0,2,1,South,1,13,3,2,4,3,8,3,7,2,7,1,0,1,1,1,1,0,0,0
1,Hisp,1,1,1,South,1,17,2,2,3,2,4,12,4,1,4,0,0,0,0,1,1,0,0,0
0,Hisp,0,2,1,South,1,17,3,1,4,2,7,2,7,2,7,0,0,1,1,0,1,0,0,0
0,Hisp,0,1,1,South,1,16,3,1,4,2,4,12,4,1,4,0,0,1,1,0,1,0,0,0
1,Hisp,3,1,1,South,0,14,2,3,1,3,4,0,4,1,4,1,0,0,0,0,1,0,0,0
1,Hisp,3,1,1,South,1,14,3,2,1,2,5,1,5,1,5,0,0,0,1,1,1,0,0,0
0,Hisp,0,,1,South,1,,3,2,4,3,0,12,0,,0,1,0,1,1,1,1,0,0,0
0,Other,0,0,1,South,1,13,4,2,4,3,4,12,4,0,4,1,1,1,0,1,1,0,0,0
0,Hisp,0,,0,South,0,,4,2,4,3,0,10,0,,0,1,0,1,0,1,1,0,0,0
1,Hisp,1,1,0,South,0,17,3,1,4,2,5,6,5,1,5,0,0,1,1,0,1,0,0,0
1,Hisp,0,1,1,South,0,13,2,2,4,1,1,4,1,1,1,0,0,1,0,1,1,0,0,0
1,Hisp,2,1,1,South,0,16,2,1,3,2,4,0,4,1,4,0,0,0,0,0,1,0,0,0
0,Other,3,1,0,South,0,15,3,3,1,3,5,0,5,1,5,1,1,0,1,0,1,0,0,0
0,Hisp,4,1,0,South,1,14,2,2,1,3,6,12,6,1,6,1,0,0,0,1,1,0,0,0
1,Hisp,1,1,1,South,1,16,3,2,1,3,6,12,6,1,6,1,0,0,1,1,1,0,0,0
1,Hisp,0,,1,South,0,,2,1,4,2,0,1,0,,0,0,0,1,0,0,1,0,0,0
0,Hisp,0,2,1,South,1,22,4,1,4,2,2,12,2,2,2,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,1,15,3,1,4,2,5,12,5,1,5,0,0,1,1,0,1,0,0,0
1,Hisp,3,0,1,South,0,15,2,1,4,2,2,0,2,0,2,0,0,1,0,0,1,0,0,0
1,Hisp,3,2,1,South,0,14,3,1,4,2,8,0,7,2,7,0,0,1,1,0,1,0,0,0
1,Hisp,2,1,1,South,1,17,1,1,3,2,3,4,3,1,3,0,0,0,0,0,1,0,0,0
1,Hisp,3,1,1,South,1,16,2,1,1,2,1,9,1,1,1,0,0,0,0,0,1,0,0,0
1,Hisp,4,1,1,South,0,16,3,1,2,3,5,7,5,1,5,1,0,0,1,0,1,0,0,0
1,Hisp,1,3,1,South,1,15,3,1,4,2,13,12,7,3,7,0,0,1,1,0,1,0,0,0
0,Hisp,0,3,0,South,0,17,3,2,4,2,6,11,6,3,6,0,0,1,1,1,1,0,0,0
1,Hisp,0,,1,South,1,,3,2,4,1,0,8,0,,0,0,0,1,1,1,1,0,0,0
1,Black,1,1,0,South,1,17,3,2,4,2,6,9,6,1,6,0,0,1,1,1,1,0,0,0
1,Hisp,1,5,1,South,1,14,3,2,4,3,35,12,7,5,7,1,0,1,1,1,1,0,0,0
1,Hisp,0,,1,South,0,,2,3,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
0,Hisp,0,2,1,South,0,17,2,1,4,1,2,0,2,2,2,0,0,1,0,0,1,0,0,0
1,Hisp,2,1,0,South,0,17,2,2,1,2,2,4,2,1,2,0,0,0,0,1,1,0,0,0
1,Hisp,2,1,1,South,0,19,2,1,1,3,2,0,2,1,2,1,0,0,0,0,1,0,0,0
1,Hisp,2,1,0,South,0,17,3,3,3,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0
1,Hisp,2,1,1,South,0,20,3,2,1,3,1,0,1,1,1,1,0,0,1,1,1,0,0,0
1,Hisp,3,1,0,South,1,19,3,2,1,3,1,12,1,1,1,1,0,0,1,1,1,0,0,0
1,Hisp,2,1,1,South,0,16,1,2,1,2,5,1,5,1,5,0,0,0,0,1,1,0,0,0
0,Hisp,2,1,1,South,0,19,3,2,1,2,2,0,2,1,2,0,0,0,1,1,1,0,0,0
0,Hisp,0,,1,South,1,,3,1,4,2,0,1,0,,0,0,0,1,1,0,1,0,0,0
1,Hisp,3,1,0,South,1,15,2,1,4,3,5,3,5,1,5,1,0,1,0,0,1,0,0,0
1,Other,0,,0,South,0,,1,2,4,1,0,0,0,,0,0,1,1,0,1,1,0,0,0
1,Hisp,2,2,1,South,1,16,3,1,2,2,2,12,2,2,2,0,0,0,1,0,1,0,0,0
0,Hisp,0,1,1,South,1,13,1,1,4,2,4,12,4,1,4,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,0,South,0,18,1,1,1,3,1,7,1,1,1,1,0,0,0,0,1,0,0,0
1,Hisp,1,1,0,South,0,16,4,1,1,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0
0,Hisp,0,,1,South,1,,3,1,4,2,0,4,0,,0,0,0,1,1,0,1,0,0,0
0,Hisp,0,,0,South,0,,2,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,17,2,3,4,1,1,12,1,1,1,0,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,22,3,2,4,3,6,12,6,1,6,1,0,1,1,1,1,0,0,0
1,Hisp,2,1,0,South,1,16,2,2,3,3,,12,,1,,1,0,0,0,1,1,0,0,0
1,Hisp,2,1,0,South,0,18,2,1,2,2,2,0,2,1,2,0,0,0,0,0,1,0,0,0
1,Hisp,0,,0,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,0,,1,South,0,,1,2,4,1,0,0,0,,0,0,0,1,0,1,1,0,0,0
1,Hisp,5,1,1,South,1,18,2,1,4,3,6,12,6,1,6,1,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,14,1,1,4,2,2,0,2,1,2,0,0,1,0,0,1,0,0,0
0,Other,1,1,1,South,1,17,3,1,2,3,4,12,4,1,4,1,1,0,1,0,1,0,0,0
0,Hisp,0,1,1,South,0,16,3,1,4,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
1,Hisp,3,1,1,South,1,15,3,1,2,2,2,12,2,1,2,0,0,0,1,0,1,0,0,0
1,Hisp,1,2,1,South,1,21,3,1,4,3,4,12,4,2,4,1,0,1,1,0,1,0,0,0
1,Hisp,3,1,1,South,1,15,2,1,3,2,9,12,7,1,7,0,0,0,0,0,1,0,0,0
1,Hisp,2,1,0,South,0,18,1,1,1,2,1,3,1,1,1,0,0,0,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,18,3,1,4,2,4,12,4,1,4,0,0,1,1,0,1,0,0,0
0,Hisp,0,0,1,South,0,18,3,1,4,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0
0,Other,0,1,1,South,1,18,3,2,4,2,1,12,1,1,1,0,1,1,1,1,1,0,0,0
1,Other,3,1,1,South,0,15,2,3,1,2,2,0,2,1,2,0,1,0,0,0,1,0,0,0
1,Hisp,2,1,1,South,1,17,3,3,1,2,3,8,3,1,3,0,0,0,1,0,1,0,0,0
1,Other,2,1,1,South,1,,3,3,1,3,10,12,7,1,7,1,1,0,1,0,1,0,0,0
0,Hisp,0,,1,South,1,,1,3,2,3,0,10,0,,0,1,0,0,0,0,1,0,0,0
0,Hisp,0,,1,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,1,3,1,South,1,16,2,1,4,1,3,0,3,3,3,0,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,17,3,1,4,1,1,6,1,1,1,0,0,1,1,0,1,0,0,0
1,Hisp,1,1,0,South,1,16,2,1,4,2,7,8,7,1,7,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,19,1,2,1,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0
1,Hisp,0,,1,South,0,,1,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,3,1,1,South,0,16,3,3,1,3,4,0,4,1,4,1,0,0,1,0,1,0,0,0
1,Hisp,1,2,1,South,1,19,4,1,4,3,13,3,7,2,7,1,0,1,0,0,1,0,0,0
1,Hisp,4,1,1,South,0,13,2,1,3,3,3,2,3,1,3,1,0,0,0,0,1,0,0,0
0,Other,0,7,1,South,1,16,3,2,3,2,14,9,7,7,7,0,1,0,1,1,1,0,0,0
1,Hisp,1,1,1,South,1,18,1,3,1,2,2,12,2,1,2,0,0,0,0,0,1,0,0,0
0,Other,0,1,1,South,1,16,4,2,1,2,3,4,3,1,3,0,1,0,0,1,1,0,0,0
1,Hisp,2,1,1,South,0,15,2,1,1,2,5,0,5,1,5,0,0,0,0,0,1,0,0,0
0,Hisp,0,,0,South,0,,3,1,4,2,0,0,0,,0,0,0,1,1,0,1,0,0,0
1,Other,1,1,1,South,0,15,3,2,1,2,,0,,1,,0,1,0,1,1,1,0,0,0
1,Hisp,2,1,1,South,0,18,2,2,1,2,4,0,4,1,4,0,0,0,0,1,1,0,0,0
1,Other,2,1,1,South,0,18,3,1,2,3,11,0,7,1,7,1,1,0,1,0,1,0,0,0
0,Hisp,1,6,0,South,0,16,1,1,4,2,25,0,7,6,7,0,0,1,0,0,1,0,0,0
1,Black,0,1,1,South,0,15,1,2,4,1,1,3,1,1,1,0,0,1,0,1,1,0,0,0
1,Black,1,1,1,South,0,14,2,2,1,1,20,0,7,1,7,0,0,0,0,1,1,0,0,0
0,Hisp,0,,1,South,1,,3,1,4,2,0,12,0,,0,0,0,1,1,0,1,0,0,0
0,Black,0,1,1,South,0,15,3,1,1,2,11,0,7,1,7,0,0,0,1,0,1,0,0,0
0,Black,0,3,1,South,1,18,3,2,2,2,3,12,3,3,3,0,0,0,1,1,1,0,0,0
1,Hisp,1,2,1,South,1,16,3,2,2,3,7,10,7,2,7,1,0,0,1,1,1,0,0,0
1,Other,2,1,1,South,1,13,3,3,1,2,7,10,7,1,7,0,1,0,1,0,1,0,0,0
0,Black,0,1,1,South,1,20,2,3,1,2,4,12,4,1,4,0,0,0,0,0,1,0,0,0
0,Hisp,0,,1,South,1,,2,1,4,1,0,0,0,,0,0,0,1,0,0,1,0,0,0
1,Hisp,1,1,1,South,1,19,3,2,4,2,2,12,2,1,2,0,0,1,1,1,1,0,0,0
1,Hisp,1,1,0,South,0,14,2,1,4,3,3,0,3,1,3,1,0,1,0,0,1,0,0,0
1,Hisp,2,1,1,South,1,18,2,2,3,2,5,12,5,1,5,0,0,0,0,1,1,0,0,0
0,Hisp,0,1,0,South,1,17,3,1,4,2,1,7,1,1,1,0,0,1,1,0,1,0,0,0
1,Hisp,2,1,0,South,1,16,2,1,1,3,3,12,3,1,3,1,0,0,0,0,1,0,0,0
1,Hisp,5,0,1,South,1,18,1,1,2,3,4,8,4,0,4,1,0,0,0,0,1,0,0,0
1,Hisp,2,1,1,South,0,16,2,1,2,2,2,0,2,1,2,0,0,0,0,0,1,0,0,0
1,Hisp,3,1,1,South,1,17,1,1,4,2,3,2,3,1,3,0,0,1,0,0,1,0,0,0
1,Hisp,3,2,1,South,1,18,3,1,2,3,4,12,4,2,4,1,0,0,1,0,1,0,0,0
0,Hisp,0,1,1,South,1,18,2,1,4,2,1,12,1,1,1,0,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,25,4,3,1,2,1,12,1,1,1,0,0,0,0,0,1,0,0,0
0,Hisp,0,2,1,South,0,17,3,2,4,2,7,8,7,2,7,0,0,1,1,1,1,0,0,0
0,Hisp,0,,1,South,1,,3,3,4,2,0,12,0,,0,0,0,1,1,0,1,0,0,0
0,Hisp,0,1,1,South,0,16,3,2,4,3,6,12,6,1,6,1,0,1,1,1,1,0,0,0
1,Hisp,0,,1,South,0,,1,2,4,1,0,0,0,,0,0,0,1,0,1,1,0,0,0
0,Other,0,,1,South,1,,2,1,4,1,0,1,0,,0,0,1,1,0,0,1,0,0,0
1,Hisp,2,0,1,South,0,15,3,1,4,3,2,2,2,0,2,1,0,1,1,0,1,0,0,0
1,Hisp,0,1,0,South,0,15,1,1,4,1,3,0,3,1,3,0,0,1,0,0,1,0,0,0
1,Hisp,1,1,1,South,0,17,4,1,4,2,6,0,6,1,6,0,0,1,0,0,1,0,0,0
0,Hisp,0,1,1,South,1,15,3,1,4,2,4,3,4,1,4,0,0,1,1,0,1,0,0,0
1,Hisp,0,1,1,South,1,16,2,3,4,1,5,12,5,1,5,0,0,1,0,0,1,0,0,0
1,Hisp,2,1,1,South,1,18,4,3,3,3,10,12,7,1,7,1,0,0,0,0,1,0,0,0
0,Hisp,0,0,0,South,0,14,1,2,3,3,5,0,5,0,5,1,0,0,0,1,1,0,0,0
1,Other,1,3,1,South,1,15,3,1,1,2,28,12,7,3,7,0,1,0,1,0,1,0,0,0
1,Hisp,4,2,1,South,1,13,1,1,4,3,15,12,7,2,7,1,0,1,0,0,1,0,0,0
1,Hisp,2,1,1,South,0,17,1,2,1,2,2,0,2,1,2,0,0,0,0,1,1,0,0,0
